age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
65,Private,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States
40,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
42,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States
26,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal
36,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States
62,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
43,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
43,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States
22,Private,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
56,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
22,Private,12,Never-married,Sales,Not-in-family,White,Female,15,United-States
57,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States
39,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States
26,Federal-gov,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States
17,Private,7,Never-married,Other-service,Own-child,White,Male,10,United-States
40,State-gov,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States
44,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States
20,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States
33,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States
23,Private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States
46,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
54,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
46,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States
25,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
46,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States
36,Local-gov,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States
23,Private,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States
29,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States
44,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States
19,Private,9,Never-married,Other-service,Other-relative,White,Female,40,United-States
35,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States
27,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
46,Self-emp-not-inc,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States
34,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,""
34,Private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States
44,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
45,Private,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States
20,"",9,Never-married,"",Other-relative,White,Female,35,United-States
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
52,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States
28,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States
50,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
34,Private,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States
28,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico
41,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States
28,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
46,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States
28,"",10,Married-civ-spouse,"",Wife,White,Female,40,United-States
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
41,Local-gov,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States
24,Private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States
33,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
46,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
31,State-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
35,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States
52,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico
30,Private,7,Never-married,Other-service,Own-child,White,Female,19,United-States
34,Local-gov,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States
34,State-gov,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States
20,Private,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States
17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States
32,State-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
29,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States
33,Private,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States
36,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic
63,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
80,"",9,Widowed,"",Not-in-family,White,Male,24,United-States
17,"",7,Never-married,"",Own-child,White,Male,40,United-States
40,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States
30,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States
27,Private,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
34,Local-gov,9,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States
34,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States
23,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
42,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States
24,Federal-gov,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States
44,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
27,Private,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico
20,Private,10,Never-married,Sales,Not-in-family,White,Male,35,United-States
44,Private,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States
51,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
17,"",7,Never-married,"",Own-child,White,Female,5,United-States
19,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States
45,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
42,Private,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,""
44,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
40,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States
30,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
38,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States
23,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States
32,"",10,Married-civ-spouse,"",Husband,White,Male,40,United-States
44,Private,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States
54,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
50,Private,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,United-States
24,Private,13,Never-married,Tech-support,Not-in-family,White,Female,20,United-States
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,United-States
52,Private,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States
38,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
30,Private,13,Married-civ-spouse,Tech-support,Wife,White,Female,16,United-States
60,Private,10,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States
22,"",10,Never-married,"",Own-child,White,Male,40,United-States
35,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
30,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States
67,Private,11,Divorced,Other-service,Not-in-family,White,Female,24,United-States
46,Private,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States
17,Private,5,Never-married,Other-service,Not-in-family,White,Male,6,United-States
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States
27,Private,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States
23,Private,9,Never-married,Other-service,Unmarried,White,Female,35,United-States
33,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Portugal
43,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States
28,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States
41,Private,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,United-States
52,"",8,Never-married,"",Other-relative,Black,Male,40,United-States
25,Private,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,20,United-States
63,"",2,Married-civ-spouse,"",Husband,White,Male,35,United-States
59,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
45,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
40,Private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States
46,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States
35,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States
34,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,25,United-States
33,Private,13,Never-married,Craft-repair,Own-child,White,Male,20,United-States
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States
20,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States
23,Private,3,Never-married,Other-service,Own-child,White,Male,40,El-Salvador
26,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States
72,"",9,Married-civ-spouse,"",Husband,White,Male,20,United-States
23,Local-gov,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,Poland
62,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
52,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
58,Private,10,Divorced,Other-service,Unmarried,White,Female,42,France
25,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States
24,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States
19,Private,10,Never-married,Protective-serv,Own-child,White,Male,8,United-States
43,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
47,Local-gov,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States
39,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States
49,Private,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,42,United-States
53,"",3,Widowed,"",Unmarried,Black,Female,30,United-States
32,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
28,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States
57,"",11,Widowed,"",Unmarried,White,Female,38,United-States
25,Private,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States
20,"",10,Never-married,"",Own-child,White,Male,24,United-States
21,"",10,Never-married,"",Unmarried,White,Female,35,United-States
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
38,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States
50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
24,Local-gov,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States
37,Local-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States
44,Private,10,Divorced,Machine-op-inspct,Unmarried,White,Male,58,United-States
28,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
74,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,9,United-States
38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
44,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
44,Private,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,46,Puerto-Rico
26,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
36,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States
41,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States
67,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States
39,Local-gov,8,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States
57,Private,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,30,United-States
29,Private,11,Separated,Craft-repair,Not-in-family,White,Male,40,United-States
31,Self-emp-inc,13,Never-married,Farming-fishing,Not-in-family,White,Female,45,United-States
34,"",9,Never-married,"",Unmarried,Black,Female,40,United-States
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
29,Private,16,Never-married,Prof-specialty,Own-child,White,Male,40,United-States
30,Private,10,Never-married,Handlers-cleaners,Unmarried,White,Female,40,United-States
27,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States
